municipality_id,municipality_name,province,latitude,longitude,province_id,elevation_m,mean_elevation_m,min_elevation_m,max_elevation_m,elevation_range_m,mean_slope_deg,hydraulic_head_m,terrain_ruggedness,watershed_gradient,hydro_suitability_score,estimated_hydropower_potential_kw,runoff_potential,gravity_flow_potential,terrain_flatness,slope_classification,elevation_classification,ridge_elevation,terrain_exposure_index
4929,DUMALNEG,ILOCOS NORTE,18.5203924,120.812245,252,100.0,242.7,34.0,674.0,640.0,10.911415200628403,640.0,208.53059727531593,0.16,0.7454748830054985,706.1867917846702,0.22068337243270944,0.27278538001571007,0.7272146199842899,moderate,mid,674.0,2.0682816026383293
4930,LAOAG CITY,ILOCOS NORTE,18.1973235,120.5935433,252,14.0,11.3,5.0,29.0,24.0,0.3168474972898687,24.0,4.879549159502341,0.006,0.04527848114728948,0.035803767193755165,0.00029836472661462634,0.0006336949945797374,0.9920788125677533,flat,low,29.0,3.62738355410311
4931,MARCOS,ILOCOS NORTE,18.0434949,120.6783103,252,54.0,68.85,35.0,192.0,157.0,1.8970111542142196,157.0,42.374845132460365,0.03925,0.30859864110932156,8.544019675383707,0.010884101497304084,0.02481922926763604,0.9525747211446445,flat,low,192.0,2.9062052429652017
4932,NUEVA ERA,ILOCOS NORTE,17.9152782,120.6644106,252,127.0,132.95,85.0,252.0,167.0,2.3244249805152863,167.0,45.99290706185031,0.04175,0.33216259466197584,21.50349762234905,0.025752691763292278,0.032348247645504404,0.9418893754871178,flat,low,252.0,2.5884425450963886
4933,PAGUDPUD,ILOCOS NORTE,18.5593916,120.7869782,252,8.0,16.466666666666665,2.0,77.0,75.0,1.0982649141847167,75.0,19.537542208669837,0.01875,0.14815987427734273,0.5651488204242188,0.00150706352113125,0.0068641557136544795,0.9725433771453821,flat,low,77.0,3.098308353655822
4934,PAOAY,ILOCOS NORTE,18.0617813,120.5195093,252,12.0,12.15,7.0,27.0,20.0,0.3778230834540146,20.0,5.387717513010496,0.005,0.04048957533090329,0.03825458719971898,0.00038254587199718976,0.0006297051390900243,0.9905544229136496,flat,low,27.0,2.756268718222672
4935,PASUQUIN,ILOCOS NORTE,18.3339819,120.6194886,252,14.0,26.2,4.0,89.0,85.0,1.300637954182109,85.0,25.21626459252044,0.02125,0.17250226822245404,1.2068836349848153,0.002839726199964271,0.009212852175456605,0.9674840511454472,flat,low,89.0,2.4904560022808258
4936,PIDDIG,ILOCOS NORTE,18.1635915,120.7165263,252,33.0,34.0,26.0,49.0,23.0,0.4564620426906124,23.0,6.833739825307955,0.00575,0.04760569597395346,0.14873054891002455,0.0012933091209567352,0.0008748855818236737,0.9885884489327347,flat,low,49.0,2.1949910573794758
4937,PINILI,ILOCOS NORTE,17.9526115,120.5273877,252,43.0,50.05,26.0,113.0,87.0,1.234463691481963,87.0,20.83380666128972,0.02175,0.1690799661821868,2.2397029062518694,0.005148742313222688,0.008949861763244232,0.9691384077129509,flat,low,113.0,3.0215312065573263
4938,SAN NICOLAS,ILOCOS NORTE,18.1734424,120.5944216,252,12.0,10.9,7.0,28.0,21.0,0.22163786670694757,21.0,4.158124577258358,0.00525,0.03898349743669694,0.021138711537175125,0.00020132106225881073,0.0003878662667371583,0.9944590533323263,flat,low,28.0,4.112429911574439
4939,SARRAT,ILOCOS NORTE,18.1568444,120.6443463,252,22.0,26.95,12.0,70.0,58.0,0.8151107702475275,58.0,16.481732311865763,0.0145,0.11610786232215355,0.5308748520724627,0.0018306029381809058,0.003939702056196383,0.9796222307438118,flat,low,70.0,2.6119825618708945
4940,SOLSONA,ILOCOS NORTE,18.0927008,120.7726048,252,51.0,51.0,37.0,69.0,32.0,0.4717647293194405,32.0,10.344080432788601,0.008,0.06592004862526324,0.3208000159372196,0.0020050000996076223,0.0012580392781851748,0.988205881767014,flat,low,69.0,1.7401255120579115
4941,VINTAR,ILOCOS NORTE,18.2306726,120.6491506,252,26.0,30.45,21.0,52.0,31.0,0.5825707556823256,31.0,8.29141121884568,0.00775,0.06265270907068125,0.22913236034430468,0.0014782732925439012,0.0015049744521793411,0.9854357311079418,flat,low,52.0,2.5990747331339614
4942,ALILEM,ILOCOS SUR,16.8859992,120.5306897,253,58.0,114.7,58.0,240.0,182.0,3.0695000887385873,182.0,47.15516938788365,0.0455,0.3627316849603075,26.698767563522292,0.02933930501485966,0.046554084679201906,0.9232624977815354,gentle,low,240.0,2.657184757669657
4943,BANAYOYO,ILOCOS SUR,17.2362842,120.4797383,253,30.0,37.85,14.0,90.0,76.0,1.640989081714204,76.0,21.216208426578014,0.019,0.15664693236710334,1.9668621635246168,0.005175953061906886,0.010392930850856628,0.9589752729571449,flat,low,90.0,2.4580262643274318
4944,BANTAY,ILOCOS SUR,17.5820178,120.3896288,253,11.0,10.8,5.0,25.0,20.0,0.28983387674824085,20.0,5.2115256883181535,0.005,0.03948474733930465,0.026085048907341677,0.00026085048907341677,0.0004830564612470681,0.992754153081294,flat,low,25.0,2.724729402581756
4945,BURGOS,ILOCOS SUR,17.3335331,120.4947775,253,18.0,36.0,14.0,90.0,76.0,1.517219963080351,76.0,22.429890771022492,0.019,0.15718219570498307,1.7296307579116,0.004551659889241053,0.009609059766175557,0.9620695009229913,flat,low,90.0,2.4075015854407016
4946,CABUGAO,ILOCOS SUR,17.7944818,120.4549514,253,14.0,21.8,6.0,48.0,42.0,0.7050289453421426,42.0,10.609429767899872,0.0105,0.08331490962894358,0.2689685426480274,0.0012808025840382257,0.0024676013086974992,0.9823742763664465,flat,low,48.0,2.4695010102965465
4947,CANDON CITY,ILOCOS SUR,17.1656592,120.4414933,253,7.0,7.45,3.0,26.0,23.0,0.22701633381547698,23.0,4.663421490708298,0.00575,0.04270428824182981,0.01620802033303416,0.0001409393072437753,0.0004351146398129975,0.9943245916546131,flat,low,26.0,3.977765265094512
4948,CAOAYAN,ILOCOS SUR,17.5468059,120.3827051,253,6.0,7.666666666666667,2.0,17.0,15.0,0.22883730159581747,15.0,4.136557881996952,0.00375,0.030017736898292673,0.010965120701466255,0.0001462016093528834,0.0002860466269947719,0.9942790674601045,flat,low,17.0,2.2563037538166513
4949,CERVANTES,ILOCOS SUR,16.989946,120.7354563,253,500.0,501.85,435.0,661.0,226.0,3.8687869682154146,226.0,62.84128817903083,0.0565,0.4566402702105926,109.29323185208547,0.09671967420538537,0.07286215456805697,0.9032803257946146,gentle,mid,661.0,2.5325705770706226
4950,GALIMUYOD,ILOCOS SUR,17.183128,120.4692241,253,20.0,29.65,7.0,94.0,87.0,1.2874860387346059,87.0,23.028840613456858,0.02175,0.17247062365687027,1.3838060880074385,0.0031811634207067553,0.009334273780825892,0.9678128490316349,flat,low,94.0,2.794322054062728
4952,LIDLIDDA,ILOCOS SUR,17.2517706,120.5210619,253,72.0,122.3,62.0,253.0,191.0,3.0159062399438152,191.0,46.22672387266915,0.04775,0.37452481142973393,29.353941096133155,0.030737111095427386,0.04800317431910573,0.9246023440014046,gentle,low,253.0,2.8273688079787456
4953,MAGSINGAL,ILOCOS SUR,17.6851901,120.4257345,253,7.0,14.0,5.0,34.0,29.0,0.4755186107545475,29.0,9.246621004453464,0.00725,0.059989615850040236,0.08044189831931095,0.0005547717125469721,0.0011491699759901563,0.9881120347311363,flat,low,34.0,2.162952047825397
4954,NAGBUKEL,ILOCOS SUR,17.4472774,120.5260318,253,37.0,47.95,14.0,140.0,126.0,2.0718815036380653,126.0,36.45198897179686,0.0315,0.25573161511922887,5.215702700220875,0.008278893174953771,0.021754755788199683,0.9482029624090483,flat,low,140.0,2.525239364743041
4955,NARVACAN,ILOCOS SUR,17.4194242,120.4769173,253,6.0,6.7,2.0,11.0,9.0,0.13927392586956253,9.0,2.12367605815953,0.00225,0.01755021492890471,0.0034992573874727587,7.776127527717241e-05,0.0001044554444021719,0.996518151853261,flat,low,11.0,2.0247899667600895
4958,SAN EMILIO,ILOCOS SUR,17.2382931,120.5787045,253,229.0,263.95,155.0,418.0,263.0,4.809143883867626,263.0,64.7691863465954,0.06575,0.5229389241126357,139.1021824594267,0.10578112734557164,0.10540040345476548,0.8797714029033094,gentle,mid,418.0,2.3784457750819326
4959,SAN ESTEBAN,ILOCOS SUR,17.3311208,120.4445227,253,12.0,26.1875,8.0,71.0,63.0,1.333747450818124,63.0,19.384977269782908,0.01575,0.13201692655436914,0.9168471734178651,0.002910625947358302,0.007002174116795151,0.9666563137295469,flat,low,71.0,2.311712676503395
4960,SAN ILDEFONSO,ILOCOS SUR,17.6249757,120.3931252,253,9.0,8.9,7.0,11.0,4.0,0.069670797054682,4.0,1.2206555615733703,0.001,0.008237160222992961,0.0010334501563111164,5.1672507815555823e-05,2.3223599018227336e-05,0.9982582300736329,flat,low,11.0,1.7203856236951662
4962,SAN VICENTE,ILOCOS SUR,17.5940019,120.3741155,253,7.0,6.2,4.0,12.0,8.0,0.1153600165309068,8.0,2.1354156504062622,0.002,0.015856621011853783,0.002384107008305407,5.9602675207635175e-05,7.69066776872712e-05,0.9971159995867274,flat,low,12.0,2.7160975816576833
4963,SANTA,ILOCOS SUR,17.4859899,120.4345364,253,29.0,141.73333333333332,2.0,325.0,323.0,5.825245743223376,323.0,124.14640103075436,0.08075,0.666499434960877,111.11623892722237,0.0688026247227383,0.1456311435805844,0.8543688564194156,gentle,low,325.0,1.476214080060626
4964,SANTA CATALINA,ILOCOS SUR,17.5888763,120.3633196,253,6.0,4.5,1.0,8.0,7.0,0.12652819871031093,7.0,2.085665361461421,0.00175,0.01438800888733045,0.001660682608072831,4.74480745163666e-05,7.380811591434805e-05,0.9968367950322422,flat,low,8.0,1.6781207506015292
4965,SANTA CRUZ (Region I),ILOCOS SUR,17.0846929,120.4547867,253,7.0,12.35,1.0,52.0,51.0,0.6565554768079382,51.0,13.275070621281078,0.01275,0.09994495458377757,0.17230477794478327,0.0006757050115481697,0.0027903607764337376,0.9835861130798016,flat,low,52.0,2.9868012114102385
4966,SANTA LUCIA,ILOCOS SUR,17.1204469,120.4491232,253,5.0,6.85,3.0,21.0,18.0,0.21115404763190973,18.0,4.746314359584708,0.0045,0.035176017062892154,0.010848039197089362,0.00012053376885654846,0.0003167310714478646,0.9947211488092023,flat,low,21.0,2.9812599728388243
4967,SANTA MARIA (ILOCOS SUR),ILOCOS SUR,17.3698618,120.4808168,253,7.0,7.05,3.0,16.0,13.0,0.17252491049950064,13.0,3.6397115270306792,0.00325,0.0258625416695782,0.00658829501969968,0.00010135838491845662,0.00018690198637445903,0.9956868772375125,flat,low,16.0,2.4589854098454076
4968,SANTIAGO,ILOCOS SUR,17.2940877,120.4453175,253,11.0,58.1,6.0,153.0,147.0,2.833307650957445,147.0,46.145313954940214,0.03675,0.3068185272191313,10.082679439388437,0.013717931210052298,0.034708018724228705,0.9291673087260639,flat,low,153.0,2.056546804213333
4969,SANTO DOMINGO,ILOCOS SUR,17.6390234,120.409813,253,11.0,10.3,8.0,12.0,4.0,0.0907161214275226,4.0,1.3453624047073711,0.001,0.00858758260210065,0.0015572934178391378,7.78646708919569e-05,3.023870714250753e-05,0.997732096964312,flat,low,12.0,1.263599109394361
4970,SIGAY,ILOCOS SUR,17.0425835,120.5804799,253,566.0,678.55,552.0,899.0,347.0,8.087304143207643,347.0,97.35269641874332,0.08675,0.6505675064780579,350.7868172116315,0.20218260358019108,0.20218260358019108,0.797817396419809,moderate,mid,899.0,2.264446757461461
4971,SINAIT,ILOCOS SUR,17.8657434,120.4571865,253,10.0,13.5,1.0,42.0,41.0,0.6531103487902018,41.0,11.430223094935636,0.01025,0.08245501301182845,0.15062357418974026,0.000734749142388977,0.002231460358366523,0.983672241280245,flat,low,42.0,2.4933894351754167
4972,SUGPON,ILOCOS SUR,16.8444574,120.516718,253,124.0,131.5,74.0,213.0,139.0,3.624821950945537,139.0,43.37222613608852,0.03475,0.29804682691889145,27.60679501264917,0.03972200721244484,0.0419875209317858,0.9093794512263615,gentle,low,213.0,1.879082661452418
4973,SUYO,ILOCOS SUR,16.983764,120.5151368,253,167.0,199.0,96.0,315.0,219.0,4.96620095838398,219.0,66.6055553238617,0.05475,0.4607616654843421,90.1800016530551,0.08235616589320101,0.09063316749050764,0.8758449760404005,gentle,low,315.0,1.741596443335202
4974,TAGUDIN,ILOCOS SUR,16.9345656,120.445017,253,8.0,14.8,5.0,42.0,37.0,0.4667820151441219,37.0,10.371113729971338,0.00925,0.07341249427247286,0.1065040964553838,0.0005756978186777503,0.0014392445466943759,0.9883304496213969,flat,low,42.0,2.6226688941541747
4975,VIGAN CITY,ILOCOS SUR,17.5755487,120.3872632,253,11.0,10.1,6.0,25.0,19.0,0.26622877127727507,19.0,4.12189276910499,0.00475,0.03632535877414948,0.021287208836712115,0.00022407588249170649,0.0004215288878556855,0.9933442807180681,flat,low,25.0,3.614843281911004
4976,AGOO,LA UNION,16.3223973,120.3670036,254,19.0,27.4375,3.0,116.0,113.0,1.6642954749987982,113.0,29.654191841120877,0.02825,0.2236015078610673,2.1500183757360776,0.0038053422579399604,0.015672115722905347,0.95839261312503,flat,low,116.0,2.9865085343746784
4977,ARINGAY,LA UNION,16.3946672,120.354351,254,16.0,46.875,3.0,140.0,137.0,2.6698301476541806,137.0,48.43665321840476,0.03425,0.29344321808318047,7.143881449777788,0.010429024014274143,0.030480560852385232,0.9332542463086455,flat,low,140.0,1.9226142165000066
4978,BACNOTAN,LA UNION,16.7202558,120.3525941,254,11.0,17.5,3.0,42.0,39.0,0.8968994090069524,39.0,11.672617529928752,0.00975,0.08191135986871584,0.25505576943635205,0.0013079783048018055,0.0029149230792725953,0.9775775147748262,flat,low,42.0,2.0989292108862867
4979,BAGULIN,LA UNION,16.6062112,120.4373211,254,103.0,212.125,89.0,434.0,345.0,6.315270417233311,345.0,92.18858050214246,0.08625,0.6281767234869815,192.5713434804948,0.11163556143796799,0.15788176043083277,0.8421182395691672,gentle,mid,434.0,2.406751426095472
4980,BALAOAN,LA UNION,16.8221917,120.4029188,254,14.0,20.25,6.0,67.0,61.0,0.778176696323652,61.0,18.503715843040823,0.01525,0.12298066721688639,0.40051781838907974,0.001313173175046163,0.003955731539645232,0.9805455825919087,flat,low,67.0,2.5265194229116457
4981,BANGAR,LA UNION,16.8933093,120.4233732,254,10.0,6.65,3.0,12.0,9.0,0.15430985389341395,9.0,3.1348843678834473,0.00225,0.01903005704541197,0.0038481019814670106,8.551337736593357e-05,0.00011573239042006047,0.9961422536526646,flat,low,12.0,1.7066014773012614
4982,BAUANG,LA UNION,16.5265951,120.3292822,254,12.0,22.23076923076923,4.0,79.0,75.0,1.1488829029693575,75.0,21.086466115839276,0.01875,0.15066801355543424,0.7981422090340008,0.002128379224090669,0.007180518143558484,0.971277927425766,flat,low,79.0,2.692211571401076
4983,BURGOS,LA UNION,16.5189301,120.4583283,254,246.0,292.5,97.0,541.0,444.0,8.435868181327155,444.0,142.66437887573758,0.111,0.7140330184209295,456.48591696206563,0.2056242869198494,0.21089670453317888,0.7891032954668211,moderate,mid,541.0,1.7418503498662143
4984,CABA,LA UNION,16.4318378,120.3456178,254,16.0,49.166666666666664,5.0,167.0,162.0,2.5028037889766956,162.0,43.071323277662245,0.0405,0.3223279641904291,8.30618007466641,0.010254543302057295,0.0337878511511854,0.9374299052755826,flat,low,167.0,2.735772240800229
4985,CITY OF SAN FERNANDO,LA UNION,16.6162676,120.317104,254,28.0,17.818181818181817,4.0,46.0,42.0,0.829919741684217,42.0,11.853792502579708,0.0105,0.08606685440984319,0.2587840649069877,0.0012323050709856555,0.00290471909589476,0.9792520064578946,flat,low,46.0,2.3774514188799607
4986,LUNA,LA UNION,16.8529495,120.3775805,254,9.0,7.4,3.0,17.0,14.0,0.2676695721077976,14.0,4.062839729384691,0.0035,0.02875922839512282,0.011554403195986598,0.00016506290279980854,0.00031228116745909724,0.993308260697305,flat,low,17.0,2.3628787440687837
4987,NAGUILIAN,LA UNION,16.5313384,120.3941216,254,21.0,33.6875,19.0,63.0,44.0,1.2511096156481898,44.0,13.673508830947526,0.011,0.09517855424485169,0.772690511581054,0.0035122295980956997,0.004587401924043363,0.9687222596087952,flat,low,63.0,2.143743659265629
4988,PUGO,LA UNION,16.3202994,120.4673523,254,85.0,127.0,51.0,237.0,186.0,5.15278304064042,186.0,55.35905526650541,0.0465,0.39789892529427756,50.71626707750334,0.05453362051344445,0.07986813712992652,0.8711804239839895,gentle,low,237.0,1.9870280929365247
4989,ROSARIO,LA UNION,16.2299397,120.487704,254,134.0,159.625,108.0,249.0,141.0,2.113947295485888,141.0,37.57804378889354,0.03525,0.2801010972206929,19.824531676213674,0.028119903086827904,0.02483888072195918,0.9471513176128528,flat,low,249.0,2.378383455075753
4990,SAN GABRIEL,LA UNION,16.673886,120.4011842,254,20.0,44.3125,11.0,151.0,140.0,2.4144234570897236,140.0,42.070950117034435,0.035,0.28722080540558104,6.241033134133488,0.008915761620190697,0.028168273666046774,0.9396394135727569,flat,low,151.0,2.535894653372894
4991,SAN JUAN,LA UNION,16.6699328,120.3385507,254,7.0,25.615384615384617,3.0,52.0,49.0,1.0880407990983396,49.0,16.790741320228843,0.01225,0.10540801208574893,0.5690244140669105,0.0023225486288445327,0.004442833262984887,0.9727989800225415,flat,low,52.0,1.5713787324833286
4992,SANTO TOMAS,LA UNION,16.2823499,120.3867155,254,8.0,24.466666666666665,3.0,92.0,89.0,1.6717907006489743,89.0,27.870813088645658,0.02225,0.18528925274887276,1.516824990424929,0.003408595484100964,0.01239911436314656,0.9582052324837756,flat,low,92.0,2.423084346174368
4993,SANTOL,LA UNION,16.7721697,120.4600563,254,82.0,153.6,40.0,324.0,284.0,5.560221891864278,284.0,88.22834011812758,0.071,0.5922897283779825,101.06259310652511,0.07117084021586276,0.13159191810745458,0.860994452703393,gentle,low,324.0,1.9313521918297665
4994,SUDIPEN,LA UNION,16.9060713,120.4618395,254,30.0,32.6,11.0,102.0,91.0,1.467014510800214,91.0,24.87247474619283,0.02275,0.18249967663109234,1.8133521865582978,0.003985389421007248,0.011124860040234956,0.9633246372299946,flat,low,102.0,2.7902328947138644
4995,TUBAO,LA UNION,16.3470326,120.4126153,254,31.0,58.6875,24.0,105.0,81.0,2.0410565237933938,81.0,24.98429194013711,0.02025,0.17267163383670836,4.042727034979212,0.009982042061677066,0.013777131535605409,0.9489735869051652,flat,low,105.0,1.853664624849129
4996,AGNO,PANGASINAN,16.1156627,119.799026,255,15.0,39.5625,10.0,91.0,81.0,2.224977393105121,81.0,26.937354988008753,0.02025,0.17688502550701482,2.9708662988718455,0.007335472342893445,0.015018597403459568,0.944375565172372,flat,low,91.0,1.9095229696224663
4997,AGUILAR,PANGASINAN,15.8890372,120.2384199,255,13.0,14.4375,8.0,39.0,31.0,0.4918508948910688,31.0,8.433332304018382,0.00775,0.062048138402321366,0.09172250672695167,0.0005917581079158172,0.0012706148118019278,0.9877037276277233,flat,low,39.0,2.912549417238883
4998,ALAMINOS CITY,PANGASINAN,16.1123968,119.9734808,255,29.0,22.375,12.0,37.0,25.0,0.39561478753015616,25.0,7.704503553117489,0.00625,0.05123430079504551,0.09220709240611713,0.0007376567392489371,0.0008241974740211587,0.9901096303117461,flat,low,37.0,1.8982401657589076
4999,ALCALA,PANGASINAN,15.8443487,120.5213759,255,26.0,22.6875,19.0,26.0,7.0,0.15560121509637362,7.0,2.1999644883497553,0.00175,0.01479479661655961,0.010296424155205347,0.00029418354729158136,9.076737547288462e-05,0.9961099696225907,flat,low,26.0,1.5057054383542998
5000,ANDA,PANGASINAN,16.2896313,119.9496392,255,17.0,16.076923076923077,3.0,26.0,23.0,0.5512114518564358,23.0,6.568708320064367,0.00575,0.04808137796382963,0.08492543106006048,0.0007384820092179172,0.0010564886160581686,0.9862197137035891,flat,low,26.0,1.5106585539972845
5001,ASINGAN,PANGASINAN,16.0037829,120.6702443,255,47.0,43.625,37.0,50.0,13.0,0.21126807530158098,13.0,3.314268395890713,0.00325,0.02576762018674312,0.04992308633558713,0.0007680474820859559,0.0002288737482433794,0.9947182981174605,flat,low,50.0,1.9235008499623527
5002,BALUNGAO,PANGASINAN,15.8977234,120.67179,255,42.0,42.75,36.0,59.0,23.0,0.38575999143548,23.0,6.49519052838329,0.00575,0.046535653962904835,0.15804104649122322,0.0013742699694888974,0.0007393733169180032,0.990356000214113,flat,low,59.0,2.5018507813032524
5003,BANI,PANGASINAN,16.1839974,119.8618795,255,9.0,14.5625,5.0,40.0,35.0,0.6183475002653667,35.0,9.239647923487128,0.00875,0.07023007119197147,0.13131832980896002,0.0007503904560512001,0.0018035135424406528,0.9845413124933658,flat,low,40.0,2.753080794589288
5004,BASISTA,PANGASINAN,15.8531127,120.4031042,255,16.0,14.75,12.0,17.0,5.0,0.14093606266823175,5.0,1.6007810593582121,0.00125,0.010867565294157977,0.00433084775907587,0.00017323391036303483,5.872335944509656e-05,0.9964765984332942,flat,low,17.0,1.4055629789492228
5005,BAUTISTA,PANGASINAN,15.8104339,120.4761471,255,23.0,22.125,19.0,26.0,7.0,0.14452444555019073,7.0,1.996089927833914,0.00175,0.014426042135676054,0.009326343126910745,0.0002664669464831641,8.430592657094459e-05,0.9963868888612453,flat,low,26.0,1.9412943298154313
5006,BAYAMBANG,PANGASINAN,15.8093238,120.4570409,255,28.0,25.0625,19.0,32.0,13.0,0.23100416844120392,13.0,3.3441880554179364,0.00325,0.02598020388108445,0.03136001901260406,0.0004824618309631394,0.00025025451581130425,0.9942248957889699,flat,low,32.0,2.0744939610278683
5007,BINALONAN,PANGASINAN,16.0444475,120.5917707,255,41.0,36.875,32.0,41.0,9.0,0.2093129101602592,9.0,3.018174116912409,0.00225,0.01935572011978548,0.028944050858098345,0.0006432011301799632,0.0001569846826201944,0.9947671772459935,flat,low,41.0,1.366719901998222
5008,BINMALEY,PANGASINAN,16.0289195,120.2684844,255,6.0,5.538461538461538,5.0,7.0,2.0,0.043898765161835225,2.0,0.7457969011409737,0.0005,0.004378510063354024,0.0002026096853623164,2.026096853623164e-05,7.3164608603058704e-06,0.9989025308709542,flat,low,7.0,1.9596977402356563
5009,BOLINAO,PANGASINAN,16.3886595,119.8932117,255,14.0,19.714285714285715,4.0,39.0,35.0,0.9194519052309703,35.0,12.869835005205953,0.00875,0.07770498417771227,0.26434242275390396,0.0015105281300223084,0.0026817347235903303,0.9770137023692257,flat,low,39.0,1.4985205932626537
5010,BUGALLON,PANGASINAN,15.9540627,120.2149613,255,10.0,8.5625,5.0,14.0,9.0,0.15522364779866932,9.0,2.9148059540902547,0.00225,0.018744614857025364,0.004984134316035398,0.00011075854035634216,0.00011641773584900198,0.9961194088050332,flat,low,14.0,1.8654751706179824
5011,BURGOS,PANGASINAN,16.0593938,119.8649284,255,86.0,83.25,48.0,94.0,46.0,0.833731050286993,46.0,14.135504943227179,0.0115,0.09514248661431408,1.3303221071141833,0.005784009161366014,0.0031959690261001393,0.9791567237428251,flat,low,94.0,0.760496302231807
5012,CALASIAO,PANGASINAN,16.0089487,120.3571939,255,7.0,7.625,6.0,10.0,4.0,0.10280851375411205,4.0,1.1110243021644486,0.001,0.008380940231567746,0.001306524862291841,6.532624311459205e-05,3.426950458470402e-05,0.9974297871561472,flat,low,10.0,2.1376650877105443
5013,DAGUPAN CITY,PANGASINAN,16.0431813,120.3341895,255,7.0,5.875,4.0,7.0,3.0,0.08474513749285709,3.0,1.1110243021644486,0.00075,0.006722885689281765,0.0006223471034631692,4.148980689754462e-05,2.1186284373214274e-05,0.9978813715626785,flat,low,7.0,1.0125781994418368
5014,DASOL,PANGASINAN,15.9902346,119.8811438,255,14.0,20.0,8.0,41.0,33.0,0.686424039802292,33.0,9.746794344808963,0.00825,0.06850193614134867,0.18876661094563035,0.0011440400663371535,0.0018876661094563033,0.9828393990049427,flat,low,41.0,2.1545543183262152
5015,INFANTA,PANGASINAN,15.8251315,119.9056689,255,,11.083333333333334,4.0,23.0,19.0,0.3898981683145144,19.0,5.05731044023292,0.00475,0.038654689559729234,0.03421085664342979,0.0003601142804571557,0.0006173387664979811,0.9902525457921372,flat,low,23.0,2.3563244636003335
5016,LABRADOR,PANGASINAN,16.0254835,120.1462065,255,6.0,53.714285714285715,4.0,181.0,177.0,3.2010403076660086,177.0,59.75118477179053,0.04425,0.373177349054465,12.680692533082631,0.01432846613907642,0.04721534453807363,0.9199739923083498,gentle,low,181.0,2.1302625653633114
5017,LAOAC,PANGASINAN,16.0480995,120.5471064,255,27.0,28.5625,21.0,35.0,14.0,0.22853413174092885,14.0,4.076897564325108,0.0035,0.028435537071833272,0.03807711913745997,0.0005439588448208567,0.00026662315369775034,0.9942866467064768,flat,low,35.0,1.5790189278515117
